old_index,beds,longitude,latitude,mean_neighbor_price
0,4,-122.50965,37.78028,1032000
1,4,-122.50929,37.762608,788333.3333
2,5,-122.50929,37.762608,1305000
3,2,-122.50924,37.77733,1015833.333
4,4,-122.50919,37.776695,1351666.667
6,3,-122.509186,37.761005,871000
8,3,-122.50908,37.75948,1151000
10,3,-122.509056,37.774548,850833.3333
11,3,-122.509056,37.774548,850833.3333
12,3,-122.509056,37.774612,850833.3333
13,3,-122.50905,37.774677,1119166.667
14,3,-122.50904,37.774418,864166.6667
16,2,-122.50903,37.77442,874000
18,2,-122.50902,37.774292,874000
19,2,-122.50902,37.774292,874000
20,3,-122.50901,37.773907,794666.6667
21,5,-122.50901,37.77397,1448333.333
22,3,-122.508995,37.773907,809666.6667
24,3,-122.508965,37.77352,731333.3333
25,3,-122.508965,37.77352,731333.3333
26,2,-122.50884,37.75612,625000
27,3,-122.508835,37.771725,1033333.333
28,4,-122.50879,37.755703,1155000
29,3,-122.50877,37.755543,826000
30,2,-122.508766,37.779903,935000
31,2,-122.50874,37.779892,935000
32,2,-122.50868,37.779003,1018333.333
33,2,-122.50868,37.779003,1018333.333
34,3,-122.508606,37.778996,873333.3333
35,2,-122.50857,37.775208,587000
36,3,-122.50857,37.779007,873333.3333
37,2,-122.50856,37.75384,1020333.333
38,3,-122.50856,37.75384,1469000
39,4,-122.50856,37.76217,788333.3333
40,3,-122.50852,37.776123,810000
41,2,-122.50852,37.779907,935000
42,2,-122.50851,37.753426,1022000
43,2,-122.50845,37.75845,533333.3333
44,3,-122.50839,37.77613,810000
45,3,-122.50837,37.752396,929000
47,2,-122.50832,37.779274,1018333.333
48,3,-122.508316,37.77918,873333.3333
49,2,-122.50831,37.7636,717333.3333
50,3,-122.50831,37.76388,610333.3333
51,2,-122.50831,37.775208,587000
52,3,-122.50831,37.776146,810000
53,3,-122.508286,37.756584,642000
54,2,-122.508286,37.778763,1008333.333
55,3,-122.508286,37.778763,1291666.667
56,3,-122.50827,37.758446,1011666.667
58,2,-122.50826,37.75163,800000
59,3,-122.50826,37.76297,801666.6667
60,2,-122.508255,37.762936,684000
61,3,-122.508255,37.7783,1647500
64,3,-122.50823,37.777973,1429500
65,3,-122.50822,37.777775,1188025
66,2,-122.50822,37.777775,1021500
67,3,-122.5082,37.777576,1188025
68,2,-122.508194,37.777676,1052500
69,1,-122.50818,37.756588,548300
71,4,-122.50815,37.761562,788333.3333
72,2,-122.50813,37.761116,598333.3333
73,5,-122.50813,37.776585,1307666.667
74,2,-122.508125,37.750565,1006333.333
76,2,-122.50812,37.75658,574333.3333
77,2,-122.50812,37.75658,574333.3333
78,2,-122.50812,37.75658,574333.3333
79,3,-122.50811,37.761055,670000
80,3,-122.5081,37.776398,773333.3333
81,2,-122.508095,37.750313,1006333.333
82,2,-122.508064,37.756584,575333.3333
83,3,-122.50804,37.77558,885000
84,2,-122.50803,37.775486,587000
85,2,-122.508026,37.75967,504000
86,2,-122.50802,37.759766,598333.3333
87,3,-122.50801,37.774982,855850
88,4,-122.507996,37.754715,1231666.667
89,3,-122.507996,37.774982,855850
90,5,-122.50799,37.774788,1448333.333
91,3,-122.50798,37.749485,793333.3333
92,3,-122.50798,37.774532,1109183.333
93,3,-122.507965,37.758934,1011666.667
94,3,-122.507965,37.759,1011666.667
95,3,-122.50796,37.774277,1217516.667
96,2,-122.50793,37.75472,669666.6667
97,3,-122.50793,37.77405,1217516.667
98,2,-122.50792,37.773926,630333.3333
99,2,-122.50791,37.773796,630333.3333
100,3,-122.50789,37.75659,642000
101,1,-122.50788,37.75784,548300
103,2,-122.50786,37.757454,484333.3333
104,3,-122.50785,37.75736,728666.6667
105,2,-122.50785,37.75739,536000
106,3,-122.50784,37.772697,830833.3333
107,2,-122.507835,37.77273,778000
108,3,-122.507805,37.772316,917500
109,2,-122.5078,37.756355,553333.3333
110,3,-122.50778,37.771835,844166.6667
111,3,-122.507774,37.771774,844166.6667
112,2,-122.50776,37.755875,823333.3333
113,4,-122.50776,37.75607,760000
114,4,-122.50775,37.754726,1231666.667
115,5,-122.50775,37.75594,1148333.333
116,2,-122.507744,37.747684,606666.6667
117,2,-122.507744,37.75559,751333.3333
118,2,-122.507744,37.75559,751333.3333
119,2,-122.507744,37.755875,823333.3333
120,2,-122.50773,37.755653,751333.3333
122,3,-122.50771,37.755363,752666.6667
123,2,-122.50771,37.764046,717333.3333
124,3,-122.50769,37.755108,752666.6667
125,3,-122.50766,37.754585,716666.6667
126,4,-122.50765,37.754364,1003333.333
127,4,-122.50763,37.75417,1003333.333
128,2,-122.50763,37.77905,884666.6667
129,3,-122.50762,37.75411,847333.3333
130,3,-122.507614,37.74672,1078333.333
131,2,-122.507614,37.753788,1028666.667
132,4,-122.507614,37.77711,1220000
133,2,-122.50761,37.75366,1028666.667
134,3,-122.50761,37.753853,968000
135,3,-122.5076,37.746593,1078333.333
136,3,-122.50759,37.74653,1078333.333
137,2,-122.50758,37.753468,862000
138,2,-122.50758,37.78073,1026683.333
139,2,-122.507576,37.753212,862000
140,3,-122.507576,37.753212,866333.3333
141,3,-122.50757,37.753147,866333.3333
142,3,-122.5075,37.780735,1178333.333
143,3,-122.5075,37.780735,1178333.333
144,2,-122.507484,37.779045,874666.6667
145,2,-122.50747,37.77713,848333.3333
146,3,-122.50747,37.77713,1113525
147,4,-122.507454,37.751472,828333.3333
148,2,-122.50744,37.751217,803333.3333
149,2,-122.50744,37.75128,688333.3333
150,3,-122.50744,37.75128,909833.3333
151,2,-122.50743,37.75128,688333.3333
152,3,-122.50743,37.751347,909833.3333
154,2,-122.50742,37.751217,620000
155,3,-122.50739,37.750534,976666.6667
156,3,-122.50739,37.776188,762500
157,3,-122.50739,37.776188,762500
158,3,-122.507385,37.750473,976666.6667
159,2,-122.50738,37.75041,736000
160,3,-122.50737,37.750217,1108333.333
161,2,-122.50737,37.75028,848666.6667
162,3,-122.50737,37.75028,1108333.333
163,3,-122.50736,37.762234,806666.6667
164,3,-122.50735,37.749897,800000
165,5,-122.50734,37.749767,923000
166,3,-122.50734,37.749832,800000
167,2,-122.50733,37.77619,760000
168,2,-122.507324,37.7498,743333.3333
169,3,-122.50732,37.758488,826933.3333
170,2,-122.5073,37.74948,785000
171,2,-122.50726,37.77527,724000
172,4,-122.50726,37.77527,1199333.333
173,3,-122.507256,37.748543,670000
175,3,-122.50725,37.763763,610333.3333
176,2,-122.50724,37.748512,706333.3333
177,3,-122.50723,37.748222,884666.6667
178,3,-122.50723,37.778908,1169666.667
179,3,-122.507225,37.77881,1169666.667
180,4,-122.50722,37.748257,1000333.333
181,2,-122.50721,37.748127,649333.3333
182,3,-122.50721,37.780758,1178333.333
183,5,-122.50718,37.77714,1838333.333
184,2,-122.50717,37.74755,598333.3333
185,2,-122.50717,37.747616,598333.3333
186,2,-122.50717,37.747616,598333.3333
187,5,-122.507164,37.778217,1838333.333
189,2,-122.50715,37.762573,675666.6667
190,2,-122.50715,37.777756,735666.6667
191,2,-122.50715,37.77802,735666.6667
192,3,-122.50713,37.777756,1038333.333
193,3,-122.50713,37.777824,1038333.333
194,2,-122.507126,37.777493,789000
195,3,-122.50712,37.746773,1133333.333
196,3,-122.50712,37.775272,1039600
197,3,-122.50711,37.746708,1133333.333
198,1,-122.50708,37.761482,559266.6667
199,3,-122.50707,37.761486,860000
200,2,-122.507065,37.77662,917000
201,2,-122.507065,37.776653,917000
202,4,-122.507065,37.776653,1220000
203,3,-122.50706,37.745945,951666.6667
204,3,-122.50705,37.745815,853333.3333
205,2,-122.50705,37.77667,917000
207,2,-122.50701,37.776127,760000
208,3,-122.507,37.745167,819000
209,2,-122.507,37.758503,753333.3333
211,6,-122.506966,37.74459,845200
212,3,-122.50695,37.759815,858333.3333
213,4,-122.50695,37.759815,948333.3333
214,3,-122.50694,37.744274,881333.3333
215,3,-122.50694,37.774967,1039600
216,3,-122.506935,37.74421,881333.3333
217,3,-122.506935,37.774902,1039600
218,3,-122.50693,37.7593,767333.3333
220,3,-122.50691,37.74389,881333.3333
221,1,-122.50691,37.754776,494666.6667
222,3,-122.5069,37.741367,1091000
223,2,-122.50688,37.779953,851850
224,3,-122.50688,37.779953,1378333.333
225,3,-122.506874,37.74329,807666.6667
226,2,-122.506874,37.77407,630333.3333
227,2,-122.50686,37.74297,946333.3333
228,3,-122.50686,37.758236,710933.3333
231,2,-122.506836,37.75795,558333.3333
232,1,-122.50681,37.75766,548300
234,2,-122.5068,37.757435,470666.6667
236,2,-122.5068,37.77995,851850
237,3,-122.50679,37.75731,898333.3333
238,3,-122.50679,37.7575,898333.3333
239,2,-122.50678,37.75718,470666.6667
240,2,-122.50678,37.772842,698333.3333
241,4,-122.50678,37.772842,1188333.333
242,3,-122.506775,37.757244,784629.3333
243,2,-122.506775,37.772717,698333.3333
244,3,-122.506775,37.772717,933333.3333
245,2,-122.506775,37.772907,698333.3333
246,3,-122.50676,37.757053,784629.3333
247,3,-122.50676,37.77246,841666.6667
248,2,-122.50675,37.74041,823333.3333
249,2,-122.50675,37.772396,587333.3333
250,2,-122.50674,37.772396,587333.3333
251,3,-122.50672,37.74916,555000
253,4,-122.50672,37.771946,1188333.333
254,1,-122.50672,37.77201,765000
256,2,-122.506714,37.75621,558333.3333
257,2,-122.50671,37.756145,558333.3333
258,3,-122.50671,37.771755,845000
259,2,-122.50669,37.756084,678333.3333
260,4,-122.50668,37.755764,681300
261,2,-122.50668,37.75602,678333.3333
262,4,-122.50666,37.7557,681300
263,2,-122.50665,37.755573,730600
265,3,-122.506645,37.75551,1080666.667
266,3,-122.506645,37.780804,1436666.667
267,4,-122.50662,37.755127,681300
268,3,-122.506615,37.73938,1173333.333
269,3,-122.506584,37.75435,1071000
270,3,-122.50658,37.739124,1173333.333
271,4,-122.50656,37.751038,828333.3333
273,2,-122.50656,37.75422,880000
274,4,-122.506546,37.753803,1155000
275,3,-122.50654,37.738808,1173333.333
276,2,-122.50653,37.753643,713333.3333
277,2,-122.506516,37.753387,713333.3333
278,2,-122.506516,37.753452,713333.3333
279,2,-122.50651,37.74917,772662
280,4,-122.50648,37.738365,1194233.333
281,2,-122.50648,37.777176,893000
282,4,-122.50647,37.77909,938666.6667
283,3,-122.506454,37.758526,710933.3333
284,2,-122.50644,37.752354,599000
285,2,-122.50642,37.77717,893000
286,2,-122.50641,37.780933,911800
287,3,-122.50638,37.749187,555000
288,3,-122.50638,37.749187,555000
289,3,-122.50637,37.745434,896000
290,3,-122.50637,37.751266,766666.6667
291,3,-122.50637,37.751328,766666.6667
292,3,-122.50636,37.77718,1083175
293,2,-122.506355,37.747314,791666.6667
294,2,-122.50635,37.76041,858333.3333
295,3,-122.506325,37.750614,821666.6667
296,2,-122.506325,37.760403,858333.3333
297,4,-122.50632,37.75049,828333.3333
298,3,-122.50632,37.750744,821666.6667
299,1,-122.5063,37.747307,590760.6667
300,3,-122.506294,37.75036,821666.6667
301,2,-122.50629,37.750042,940662
302,3,-122.506256,37.73662,1057000
303,3,-122.506256,37.780445,1570000
304,2,-122.50624,37.73654,625666.6667
305,2,-122.50623,37.74953,775662
306,2,-122.506226,37.745453,766666.6667
307,3,-122.506195,37.74875,911666.6667
308,5,-122.506195,37.748943,923000
309,3,-122.50619,37.775314,887000
310,3,-122.50618,37.748493,1103000
311,3,-122.50618,37.748558,1103000
312,2,-122.50618,37.748753,700333.3333
313,3,-122.50617,37.73597,988666.6667
314,3,-122.50617,37.74843,1103000
316,3,-122.506165,37.735905,988666.6667
317,2,-122.50615,37.763706,749333.3333
318,4,-122.50615,37.778828,938666.6667
319,2,-122.506134,37.763515,749333.3333
320,2,-122.50613,37.747757,725000
321,3,-122.50613,37.77873,932666.6667
322,3,-122.50612,37.74766,974333.3333
323,3,-122.50611,37.74753,974333.3333
324,2,-122.5061,37.74766,725000
325,2,-122.506096,37.7475,725000
326,3,-122.506096,37.77807,1322666.667
327,3,-122.506096,37.7783,1129333.333
328,3,-122.506096,37.7783,1129333.333
329,3,-122.50608,37.77807,1323333.333
330,2,-122.506065,37.762466,665333.3333
331,4,-122.506065,37.77774,1290000
332,3,-122.50606,37.747013,882666.6667
334,4,-122.50605,37.746883,970333.3333
335,3,-122.50605,37.74695,882666.6667
336,4,-122.50605,37.777508,1290000
337,2,-122.50604,37.746758,776166.6667
338,2,-122.50604,37.74682,795166.6667
339,2,-122.50603,37.761944,665333.3333
340,2,-122.50603,37.761944,665333.3333
341,2,-122.50602,37.746246,657666.6667
342,3,-122.50602,37.746307,969166.6667
343,3,-122.50601,37.74618,969166.6667
344,2,-122.506004,37.746246,657666.6667
345,2,-122.506,37.761276,548333.3333
346,2,-122.506,37.776817,1026666.667
347,2,-122.506,37.776817,1026666.667
349,2,-122.50599,37.74599,657666.6667
350,2,-122.50599,37.761402,548333.3333
352,1,-122.50598,37.76134,559266.6667
353,3,-122.505974,37.77158,835666.6667
354,3,-122.50597,37.76105,950000
356,2,-122.50596,37.7764,871666.6667
357,2,-122.50596,37.7764,871666.6667
358,4,-122.50595,37.735577,1061500
359,2,-122.50595,37.754807,738333.3333
360,2,-122.50595,37.754807,738333.3333
361,2,-122.50595,37.754818,738333.3333
362,3,-122.50595,37.754818,947666.6667
364,5,-122.50595,37.776176,1287666.667
365,2,-122.50594,37.745148,745000
366,3,-122.50594,37.745148,895333.3333
367,2,-122.505936,37.74502,745000
368,3,-122.505936,37.745087,895333.3333
369,3,-122.505936,37.756687,842333.3333
370,2,-122.50593,37.745182,745000
371,3,-122.50592,37.74502,895333.3333
372,4,-122.50591,37.744896,1194666.667
373,5,-122.50591,37.775665,1287666.667
374,3,-122.50591,37.775795,816666.6667
375,3,-122.50591,37.775856,816666.6667
377,5,-122.50591,37.775856,1287666.667
378,2,-122.505905,37.74483,726500
379,3,-122.505905,37.775536,887000
381,2,-122.5059,37.744766,726500
382,2,-122.5059,37.75482,625000
383,2,-122.5059,37.76005,843666.6667
384,2,-122.50589,37.759827,922333.3333
386,3,-122.50588,37.75986,730000
388,3,-122.505875,37.73984,583000
389,3,-122.505875,37.759605,644166.6667
390,3,-122.505875,37.75973,644166.6667
392,4,-122.50587,37.744064,1241666.667
393,4,-122.50587,37.74413,1241666.667
394,4,-122.50587,37.74413,1241666.667
396,3,-122.50586,37.759605,644166.6667
397,3,-122.50585,37.774757,885000
398,3,-122.505844,37.75935,797500
399,2,-122.50584,37.754814,539000
400,2,-122.50584,37.75922,947333.3333
402,4,-122.50583,37.7745,1159333.333
403,3,-122.50583,37.77463,885000
404,2,-122.50581,37.7589,961666.6667
405,2,-122.505806,37.743286,908333.3333
407,4,-122.5058,37.74309,1093333.333
408,2,-122.5058,37.743156,908333.3333
409,2,-122.5058,37.77431,934666.6667
410,3,-122.50579,37.77399,823333.3333
411,3,-122.50579,37.77418,823333.3333
412,3,-122.50578,37.737995,921333.3333
413,2,-122.50578,37.754814,539000
414,4,-122.505775,37.773926,1099000
415,2,-122.50577,37.752953,806666.6667
416,3,-122.50576,37.742836,933333.3333
417,2,-122.505745,37.742577,908333.3333
418,2,-122.50573,37.757675,738734
419,2,-122.50573,37.773106,641333.3333
420,2,-122.505714,37.75729,617734
421,3,-122.50571,37.757225,680666.6667
422,3,-122.5057,37.7571,680666.6667
423,3,-122.50567,37.74128,876666.6667
424,2,-122.50567,37.741344,806666.6667
425,3,-122.50567,37.77228,904000
426,3,-122.50567,37.772346,904000
427,2,-122.50566,37.741344,806666.6667
428,3,-122.50565,37.73705,736666.6667
429,4,-122.50565,37.73705,1194233.333
430,3,-122.50565,37.74109,563333.3333
431,3,-122.50565,37.741283,876666.6667
432,6,-122.505646,37.740963,845200
433,2,-122.505646,37.741154,806666.6667
434,3,-122.505646,37.74122,876666.6667
435,3,-122.50564,37.7409,563333.3333
436,3,-122.50564,37.75645,842333.3333
437,5,-122.50563,37.75626,1128000
438,5,-122.50563,37.75626,1128000
439,5,-122.50563,37.75626,1128000
440,2,-122.50563,37.75632,550336.6667
441,3,-122.50563,37.75632,842333.3333
442,2,-122.50562,37.740837,891666.6667
443,4,-122.505615,37.740707,921000
444,2,-122.505615,37.755875,665336.6667
445,3,-122.50561,37.73706,736666.6667
446,3,-122.50561,37.73706,736666.6667
447,4,-122.5056,37.755684,721300
448,1,-122.50557,37.75543,494666.6667
449,2,-122.505554,37.737064,625666.6667
450,3,-122.50555,37.73955,583000
451,2,-122.50554,37.739426,883333.3333
452,3,-122.50554,37.73949,583000
453,2,-122.50553,37.777206,860000
454,2,-122.505516,37.754524,670333.3333
455,2,-122.50551,37.749214,812328.6667
456,2,-122.50551,37.75433,701333.3333
457,3,-122.5055,37.754204,825000
458,3,-122.50549,37.738853,880000
459,3,-122.50549,37.75414,825000
460,2,-122.505486,37.738724,742333.3333
461,2,-122.505486,37.73892,883333.3333
462,2,-122.505486,37.75401,710333.3333
463,3,-122.505486,37.754204,825000
464,3,-122.50548,37.753944,776000
465,6,-122.50547,37.738728,845200
466,2,-122.50547,37.749226,812328.6667
467,2,-122.50547,37.75401,710333.3333
468,3,-122.50546,37.738407,880000
470,2,-122.505455,37.73828,630666.6667
471,2,-122.505455,37.738342,630666.6667
472,3,-122.505455,37.753628,717000
473,2,-122.50545,37.738342,630666.6667
474,3,-122.50545,37.738342,863333.3333
475,2,-122.50545,37.753433,702333.3333
476,2,-122.50544,37.77721,860000
477,3,-122.50543,37.753468,717000
479,3,-122.50542,37.73793,921333.3333
480,2,-122.5054,37.737568,626333.3333
481,3,-122.505394,37.73744,703333.3333
482,2,-122.50538,37.747356,553333.3333
483,4,-122.50538,37.747356,970333.3333
484,3,-122.50535,37.752014,637333.3333
485,3,-122.50535,37.76231,922333.3333
486,3,-122.50535,37.76231,922333.3333
487,2,-122.50534,37.75208,650666.6667
489,4,-122.505325,37.736668,1061500
491,2,-122.50526,37.750946,671000
492,2,-122.50525,37.750786,671000
493,2,-122.50525,37.750786,671000
494,3,-122.50525,37.77536,857666.6667
495,3,-122.50523,37.75034,966666.6667
496,2,-122.50523,37.750595,565000
497,5,-122.505226,37.78094,1693333.333
498,5,-122.505226,37.78094,1693333.333
499,2,-122.5052,37.749893,648333.3333
500,3,-122.50517,37.74951,712666.6667
501,3,-122.505135,37.74899,661000
502,3,-122.50511,37.748863,661000
503,2,-122.505104,37.779278,883333.3333
504,2,-122.505104,37.779278,883333.3333
505,3,-122.5051,37.74867,581000
506,2,-122.50509,37.763653,624333.3333
507,2,-122.50509,37.77927,1003333.333
508,2,-122.50509,37.77927,1003333.333
509,3,-122.50507,37.74835,581000
511,3,-122.50505,37.763176,744666.6667
512,2,-122.50504,37.747707,826000
514,2,-122.50504,37.77838,881166.6667
515,2,-122.505035,37.778515,881166.6667
516,2,-122.50503,37.747646,826000
517,2,-122.50503,37.74771,826000
518,2,-122.50502,37.74758,709333.3333
519,3,-122.50502,37.762894,744666.6667
520,3,-122.50502,37.77812,1341333.333
521,3,-122.50502,37.77825,1341333.333
522,3,-122.505005,37.773487,800333.3333
524,2,-122.505005,37.77792,818333.3333
525,3,-122.505005,37.77812,1341333.333
526,3,-122.505,37.746994,788333.3333
527,3,-122.505,37.762608,743000
528,3,-122.50499,37.74693,788333.3333
529,2,-122.50498,37.777725,818333.3333
530,2,-122.50498,37.777725,818333.3333
531,2,-122.504974,37.746933,711000
532,2,-122.504974,37.746933,711000
533,2,-122.504974,37.77746,735000
534,4,-122.504974,37.77746,1290000
535,2,-122.50497,37.76209,798000
537,2,-122.50496,37.762024,815666.6667
538,2,-122.50495,37.74642,805000
539,4,-122.50495,37.76196,1063333.333
540,2,-122.504944,37.74642,805000
541,4,-122.504944,37.74642,970333.3333
542,4,-122.50494,37.75859,1328333.333
543,2,-122.50492,37.7461,771666.6667
544,2,-122.504906,37.745846,771666.6667
545,2,-122.504906,37.761227,642333.3333
546,3,-122.504906,37.76129,950000
547,2,-122.504906,37.77674,960000
548,3,-122.5049,37.74578,856000
550,3,-122.50489,37.761005,950000
551,2,-122.50488,37.758595,869666.6667
552,2,-122.504875,37.76078,677333.3333
554,3,-122.504875,37.77626,1549259
555,3,-122.50487,37.739887,709408.3333
556,3,-122.50487,37.776,1231925.667
557,3,-122.504845,37.744877,750333.3333
558,4,-122.50482,37.744686,767333.3333
559,2,-122.5048,37.759586,758000
560,3,-122.5048,37.75978,862666.6667
561,3,-122.5048,37.775063,1146000
562,3,-122.50478,37.75486,1107333.333
563,2,-122.50478,37.759586,758000
564,2,-122.50478,37.759586,758000
565,2,-122.50478,37.775,835000
567,3,-122.504776,37.7592,1051000
568,5,-122.504776,37.759396,1116666.667
569,3,-122.504776,37.774742,1146000
570,3,-122.50477,37.74392,980000
571,3,-122.50476,37.739902,709408.3333
572,3,-122.50476,37.75901,1051000
573,3,-122.50476,37.759266,1051000
574,2,-122.50476,37.77471,835000
575,5,-122.50476,37.77471,851333.3333
576,2,-122.50475,37.77439,925000
577,2,-122.50474,37.73804,535166.6667
578,2,-122.50474,37.758884,869666.6667
579,2,-122.50474,37.77442,925000
580,2,-122.50473,37.743202,758333.3333
581,3,-122.50472,37.743332,980000
584,3,-122.504715,37.74301,1161666.667
585,2,-122.50471,37.74314,758333.3333
587,2,-122.5047,37.7582,816000
588,2,-122.5047,37.773846,1068333.333
589,2,-122.50469,37.74288,757333.3333
590,2,-122.50469,37.751125,616000
591,2,-122.50469,37.75801,730000
592,2,-122.50468,37.742687,877333.3333
593,2,-122.50468,37.757977,735666.6667
594,4,-122.50468,37.757977,1328333.333
595,2,-122.50468,37.75804,730000
596,2,-122.50468,37.75804,730000
597,3,-122.50468,37.773357,870333.3333
598,3,-122.50466,37.742302,1093333.333
599,2,-122.50466,37.742496,877333.3333
600,2,-122.50466,37.757626,753333.3333
602,2,-122.504654,37.773067,629000
603,2,-122.504654,37.773197,629000
604,2,-122.504654,37.773262,629000
605,2,-122.50465,37.757595,753333.3333
606,2,-122.50464,37.75753,753333.3333
608,2,-122.50463,37.757145,766333.3333
609,2,-122.50462,37.75702,766333.3333
610,3,-122.50462,37.77259,988716.6667
612,2,-122.504616,37.756954,766333.3333
613,2,-122.504616,37.772526,874666.6667
614,3,-122.5046,37.753006,906000
616,3,-122.504585,37.74114,506000
617,3,-122.504585,37.772076,988716.6667
618,2,-122.504585,37.77227,874666.6667
619,3,-122.50457,37.77195,988716.6667
620,2,-122.50456,37.741077,806666.6667
621,4,-122.504555,37.740883,958333.3333
622,2,-122.504555,37.756306,641666.6667
623,3,-122.50455,37.74082,625000
624,2,-122.50454,37.740566,691666.6667
625,3,-122.50453,37.736176,680666.6667
627,3,-122.5045,37.75535,1107333.333
628,3,-122.5045,37.75554,1107333.333
629,2,-122.50449,37.74012,695000
630,3,-122.50449,37.74012,709408.3333
631,3,-122.50446,37.73947,648408.3333
632,2,-122.50445,37.764202,533333.3333
633,3,-122.50445,37.764202,592666.6667
634,2,-122.50444,37.739346,743333.3333
635,3,-122.50443,37.73922,648408.3333
636,4,-122.504425,37.779133,1283000
637,5,-122.50442,37.75438,1039433.333
638,3,-122.5044,37.749275,710500
639,3,-122.5044,37.753864,991666.6667
640,3,-122.5044,37.75393,991666.6667
641,3,-122.50438,37.738453,929666.6667
642,2,-122.50438,37.738453,640833.3333
643,2,-122.50438,37.738453,640833.3333
644,3,-122.50438,37.75374,991666.6667
645,2,-122.50437,37.753513,660700
646,2,-122.504364,37.738262,640833.3333
647,5,-122.50435,37.753323,1039433.333
648,3,-122.50431,37.737423,881666.6667
649,4,-122.50431,37.752575,893333.3333
651,3,-122.5043,37.749268,710500
652,2,-122.50429,37.747406,516666.6667
653,3,-122.50429,37.74928,710500
654,2,-122.504265,37.745537,653333.3333
655,2,-122.50426,37.75187,731666.6667
656,3,-122.50425,37.736397,743000
657,2,-122.50424,37.751614,731666.6667
658,3,-122.50424,37.75181,659000
659,2,-122.50423,37.751358,596666.6667
661,3,-122.50417,37.750645,978000
662,5,-122.50416,37.75039,1092000
663,1,-122.50416,37.7754,715000
664,2,-122.50415,37.777283,730000
665,2,-122.50414,37.75039,714166.6667
666,3,-122.50414,37.75039,978000
667,2,-122.50414,37.780792,893333.3333
668,2,-122.504135,37.750134,714166.6667
669,2,-122.504135,37.750134,714166.6667
670,2,-122.504135,37.78084,893333.3333
671,3,-122.50411,37.749752,920166.6667
672,2,-122.504105,37.780476,893333.3333
673,4,-122.5041,37.749752,736666.6667
674,3,-122.50408,37.749496,920166.6667
675,2,-122.50408,37.74956,668500
676,3,-122.50405,37.748844,786666.6667
677,2,-122.50401,37.763794,546666.6667
678,4,-122.50401,37.763794,1020000
679,2,-122.504005,37.74367,667333.3333
680,3,-122.504005,37.748398,926666.6667
681,3,-122.504,37.748142,811166.6667
682,4,-122.504,37.748142,860333.3333
683,3,-122.504,37.763668,644333.3333
684,3,-122.50399,37.748203,926666.6667
685,1,-122.50399,37.763287,480933.3333
687,3,-122.503975,37.74782,780466.6667
688,3,-122.503975,37.74782,780466.6667
689,3,-122.503975,37.747948,780466.6667
691,3,-122.50397,37.7786,1441333.333
692,4,-122.50396,37.77828,1203000
694,5,-122.503944,37.762844,1146666.667
696,3,-122.50394,37.773544,851000
697,3,-122.50393,37.74717,818333.3333
698,3,-122.50393,37.74717,818333.3333
699,2,-122.50392,37.74698,558333.3333
700,2,-122.50392,37.747044,558333.3333
701,2,-122.50389,37.746788,558333.3333
702,2,-122.50389,37.761944,881666.6667
703,2,-122.50388,37.746468,784333.3333
704,2,-122.50388,37.746468,784333.3333
705,3,-122.50388,37.762074,835333.3333
706,1,-122.503876,37.761753,480933.3333
708,3,-122.50385,37.74602,882666.6667
709,2,-122.503845,37.75678,776000
710,3,-122.50383,37.745956,882666.6667
711,3,-122.50383,37.745956,882666.6667
712,2,-122.50383,37.761242,792333.3333
713,3,-122.50383,37.776466,1534259
714,2,-122.50383,37.776657,840000
716,3,-122.50382,37.776596,1534259
718,4,-122.50379,37.74518,967666.6667
721,2,-122.50379,37.75677,776000
722,2,-122.50379,37.77621,940000
723,2,-122.503784,37.745243,740000
725,2,-122.50377,37.744797,790000
726,2,-122.50377,37.74486,790000
727,2,-122.50377,37.754917,901000
728,2,-122.50375,37.74467,838333.3333
730,2,-122.50375,37.760147,718666.6667
731,3,-122.50375,37.760147,763333.3333
732,2,-122.50374,37.744606,838333.3333
733,2,-122.50373,37.744286,701000
734,3,-122.50373,37.74448,715000
735,2,-122.50373,37.759636,718666.6667
736,2,-122.50373,37.775177,940000
737,2,-122.50372,37.74416,639000
738,2,-122.50372,37.744225,701000
739,4,-122.50372,37.744225,976666.6667
740,4,-122.50372,37.744225,976666.6667
741,4,-122.503716,37.759636,990000
742,2,-122.503716,37.775112,940000
743,2,-122.50371,37.74416,639000
744,5,-122.5037,37.77492,1273000
745,2,-122.50369,37.759315,718666.6667
747,2,-122.50367,37.739937,751666.6667
748,2,-122.50367,37.743443,667333.3333
749,1,-122.50366,37.74338,546760.6667
750,2,-122.50366,37.74354,667333.3333
751,2,-122.50366,37.75491,901000
752,2,-122.50363,37.74293,567333.3333
753,3,-122.50363,37.74293,706666.6667
754,3,-122.50363,37.743057,706666.6667
755,2,-122.50362,37.742737,629633.3333
756,2,-122.50362,37.758022,705800
757,3,-122.50361,37.75492,956666.6667
758,2,-122.50361,37.75679,776000
759,2,-122.50361,37.75796,705800
760,4,-122.50361,37.758087,1360000
761,3,-122.50361,37.758152,1070000
762,3,-122.5036,37.742672,740000
763,2,-122.5036,37.758026,705800
764,3,-122.5036,37.758026,1070000
765,3,-122.50359,37.742607,740000
766,3,-122.50359,37.75796,1003000
767,2,-122.503586,37.74222,735300
768,3,-122.503586,37.74248,746666.6667
769,3,-122.503586,37.757576,695333.3333
770,3,-122.503586,37.75783,1003000
772,2,-122.50358,37.742317,735300
773,3,-122.50358,37.742317,729000
774,3,-122.50357,37.757576,695333.3333
