old_index,sf,longitude,latitude,mean_hood_ppsf
217,1825,-122.506935,37.774902,597.5890411
218,1308,-122.50693,37.7593,726.2996942
220,1800,-122.50691,37.74389,488.8888889
221,670,-122.50691,37.754776,1023.383085
222,1415.339879,-122.5069,37.741367,717.6132613
223,1276,-122.50688,37.779953,856.8573668
224,1276,-122.50688,37.779953,856.8573668
225,995,-122.506874,37.74329,793.2998325
226,1550,-122.506874,37.77407,409.8924731
227,1012,-122.50686,37.74297,779.9736495
228,1415.339879,-122.50686,37.758236,603.1060189
231,950,-122.506836,37.75795,587.7192982
232,726,-122.50681,37.75766,852.5711662
234,975,-122.5068,37.757435,537.0557265
236,1000,-122.5068,37.77995,926.8333333
237,1415.339879,-122.50679,37.75731,634.7120903
238,1415.339879,-122.50679,37.7575,634.7120903
239,950,-122.50678,37.75718,551.1887719
240,1200,-122.50678,37.772842,609.7222222
241,2050,-122.50678,37.772842,512.8455285
242,1415.339879,-122.506775,37.757244,634.7120903
243,1180,-122.506775,37.772717,615.1129944
244,1600,-122.506775,37.772717,527.0833333
245,1365,-122.506775,37.772907,443.7118437
246,1033,-122.50676,37.757053,506.9015812
247,1509,-122.50676,37.77246,487.5193285
248,1587,-122.50675,37.74041,724.6376812
249,1501,-122.50675,37.772396,490.1176993
250,1420,-122.50674,37.772396,518.0751174
251,1277,-122.50672,37.74916,434.6123727
253,1310,-122.50672,37.771946,698.4732824
254,1340,-122.50672,37.77201,682.8358209
256,1185,-122.506714,37.75621,596.8495077
257,1454,-122.50671,37.756145,404.1494727
258,1403,-122.50671,37.771755,652.173913
259,850,-122.50669,37.756084,811.7647059
260,1996.952897,-122.50668,37.755764,417.3024485
261,1140,-122.50668,37.75602,569.0087719
262,1528,-122.50666,37.7557,384.5767888
263,1288,-122.50665,37.755573,476.3975155
265,1415.339879,-122.506645,37.75551,452.1175509
266,1415.339879,-122.506645,37.780804,813.7150307
267,1986,-122.50662,37.755127,419.6038939
268,1415.339879,-122.506615,37.73938,491.990188
269,1738,-122.506584,37.75435,538.5500575
270,2450,-122.50658,37.739124,562.2731973
271,1310,-122.50656,37.751038,693.3842239
273,1408,-122.50656,37.75422,786.4583333
274,2402,-122.506546,37.753803,575.9089648
275,1625,-122.50654,37.738808,731.0769231
276,1238,-122.50653,37.753643,662.358643
277,1052.683672,-122.506516,37.753387,625.3857173
278,1988,-122.506516,37.753452,399.564051
279,1031,-122.50651,37.74917,749.4296799
280,2361,-122.50648,37.738365,583.4685868
281,960,-122.50648,37.777176,812.5
282,1544,-122.50647,37.77909,549.4386874
283,2364,-122.506454,37.758526,413.4235759
284,800,-122.50644,37.752354,735.2083333
285,1240,-122.50642,37.77717,708.0645161
286,1000,-122.50641,37.780933,926.8333333
287,1395,-122.50638,37.749187,397.8494624
288,1395,-122.50638,37.749187,397.8494624
289,1195,-122.50637,37.745434,590.5160391
290,1362,-122.50637,37.751266,679.1483113
291,1214,-122.50637,37.751328,626.029654
292,2303,-122.50636,37.77718,480.4638877
293,1012,-122.506355,37.747314,820.8168643
294,1052.683672,-122.50635,37.76041,905.9384999
295,1415.339879,-122.506325,37.750614,580.5437116
296,1550,-122.506325,37.760403,545.8064516
297,1207,-122.50632,37.75049,629.6603148
298,1387,-122.50632,37.750744,550.3484739
299,1086,-122.5063,37.747307,764.8864334
300,1400,-122.506294,37.75036,586.9047619
301,995,-122.50629,37.750042,779.559799
302,1415.339879,-122.506256,37.73662,717.848776
303,1640,-122.506256,37.780445,862.804878
304,999,-122.50624,37.73654,739.7397397
305,1066,-122.50623,37.74953,727.6378987
306,1138,-122.506226,37.745453,620.0937317
307,1272,-122.506195,37.74875,606.39413
308,1900,-122.506195,37.748943,538.5964912
309,1328,-122.50619,37.775314,690.5120482
310,1521,-122.50618,37.748493,566.5132588
311,1403,-122.50618,37.748558,786.1724875
312,1000,-122.50618,37.748753,755.3333333
313,1938,-122.50617,37.73597,500.5159959
314,1272,-122.50617,37.74843,754.4549266
316,1882,-122.506165,37.735905,515.4091392
317,1200,-122.50615,37.763706,598.0555556
318,3775,-122.50615,37.778828,432.6710817
319,1312,-122.506134,37.763515,557.1646341
320,1100,-122.50613,37.747757,694.5454545
321,1400,-122.50613,37.77873,656.547619
322,1350,-122.50612,37.74766,706.1728395
323,1415.339879,-122.50611,37.74753,673.5720142
324,1000,-122.5061,37.74766,764
325,1374,-122.506096,37.7475,693.8379427
326,3600,-122.506096,37.77807,518.5185185
327,2300,-122.506096,37.7783,483.7681159
328,2300,-122.506096,37.7783,483.7681159
329,2090,-122.50608,37.77807,622.8070175
330,925,-122.506065,37.762466,735.1351351
331,2200,-122.506065,37.77774,515.1515152
332,1415.339879,-122.50606,37.747013,564.7642273
334,1529,-122.50605,37.746883,522.7817746
335,1405,-122.50605,37.74695,568.9205219
336,2450,-122.50605,37.777508,443.2006803
337,1250,-122.50604,37.746758,589.4666667
338,1250,-122.50604,37.74682,589.4666667
339,1056,-122.50603,37.761944,707.3863636
340,1056,-122.50603,37.761944,707.3863636
341,1187,-122.50602,37.746246,670.0365066
342,1180,-122.50602,37.746307,674.0112994
343,2067,-122.50601,37.74618,583.2123851
344,1325,-122.506004,37.746246,559.8742138
345,1169,-122.506,37.761276,469.0618762
346,1290,-122.506,37.776817,675.7105943
347,1290,-122.506,37.776817,675.7105943
349,1534,-122.50599,37.74599,549.7609735
350,1243,-122.50599,37.761402,629.1230893
352,718,-122.50598,37.76134,840.2042711
353,1950,-122.505974,37.77158,435.8974359
354,1700,-122.50597,37.76105,547.0588235
356,1200,-122.50596,37.7764,870.8333333
357,1277,-122.50596,37.7764,682.5894022
358,2393,-122.50595,37.735577,455.3837582
359,850,-122.50595,37.754807,735.2941176
360,1052.683672,-122.50595,37.754807,633.9352942
361,850,-122.50595,37.754818,735.2941176
362,1483,-122.50595,37.754818,676.3317599
364,2430.815208,-122.50595,37.776176,513.8913875
365,1195,-122.50594,37.745148,799.1631799
366,1195,-122.50594,37.745148,799.1631799
367,1468,-122.505936,37.74502,498.4105359
368,1195,-122.505936,37.745087,800.8368201
369,1324,-122.505936,37.756687,602.2155086
370,1112,-122.50593,37.745182,858.8129496
371,1189,-122.50592,37.74502,617.045136
372,2115,-122.50591,37.744896,564.8542159
373,2065,-122.50591,37.775665,553.3494754
374,1577,-122.50591,37.775795,647.3846967
375,1307,-122.50591,37.775856,749.8087223
377,2110,-122.50591,37.775856,541.5481833
378,1162,-122.505905,37.74483,613.740677
379,1415.339879,-122.505905,37.775536,647.900913
381,1052.683672,-122.5059,37.744766,685.3910811
382,850,-122.5059,37.75482,735.2941176
383,1125,-122.5059,37.76005,731.8518519
384,684,-122.50589,37.759827,854.6296296
386,1030,-122.50588,37.75986,799.3527508
388,1415.339879,-122.505875,37.73984,491.990188
389,1195,-122.505875,37.759605,667.3640167
390,1045,-122.505875,37.75973,787.8787879
392,1436,-122.50587,37.744064,738.1615599
393,2193,-122.50587,37.74413,544.7636419
394,2190,-122.50587,37.74413,545.5098935
396,1290,-122.50586,37.759605,618.2170543
397,1794,-122.50585,37.774757,511.8914902
398,1200,-122.505844,37.75935,664.5833333
399,850,-122.50584,37.754814,634.1176471
400,1030,-122.50584,37.75922,807.4433657
402,2125,-122.50583,37.7745,402.3529412
403,1250,-122.50583,37.77463,772.2666667
404,1030,-122.50581,37.7589,807.4433657
405,995,-122.505806,37.743286,755.1088777
407,1725,-122.5058,37.74309,510.1449275
408,1400,-122.5058,37.743156,804.7619048
409,975,-122.5058,37.77431,752.1367521
410,1575,-122.50579,37.77399,467.3015873
411,1826,-122.50579,37.77418,502.920774
412,1624,-122.50578,37.737995,731.5270936
413,850,-122.50578,37.754814,634.1176471
414,1860,-122.505775,37.773926,493.7275986
415,850,-122.50577,37.752953,831.372549
416,2021,-122.50576,37.742836,541.8109847
417,1025,-122.505745,37.742577,683.5772358
418,1052.683672,-122.50573,37.757675,675.4805382
419,1175,-122.50573,37.773106,514.3262411
420,1052.683672,-122.505714,37.75729,675.4805382
421,1000,-122.50571,37.757225,711.0673333
422,1415.339879,-122.5057,37.7571,563.3511392
423,1151,-122.50567,37.74128,590.7906169
424,1125,-122.50567,37.741344,604.4444444
425,1470,-122.50567,37.77228,630.1587302
426,1971,-122.50567,37.772346,431.253171
427,914,-122.50566,37.741344,875.273523
428,1011,-122.50565,37.73705,705.2423343
429,1427,-122.50565,37.73705,750.2919879
430,1200,-122.50565,37.74109,637.5
431,1550,-122.50565,37.741283,707.0967742
432,3360,-122.505646,37.740963,201.9444444
433,898,-122.505646,37.741154,898.2925019
434,1000,-122.505646,37.74122,698.3333333
435,1950,-122.50564,37.7409,427.8632479
436,1391,-122.50564,37.75645,605.5595495
437,2994,-122.50563,37.75626,376.753507
438,2994,-122.50563,37.75626,376.753507
439,2994,-122.50563,37.75626,376.753507
440,900,-122.50563,37.75632,605.5555556
441,1460,-122.50563,37.75632,576.9406393
442,1162,-122.50562,37.740837,638.2673551
443,1125,-122.505615,37.740707,659.2592593
444,1052.683672,-122.505615,37.755875,620.9557699
445,800,-122.50561,37.73706,704.1666667
446,1415.339879,-122.50561,37.73706,756.4731852
447,1842,-122.5056,37.755684,452.4068042
448,759,-122.50557,37.75543,871.7610892
449,920,-122.505554,37.737064,775
450,1414,-122.50555,37.73955,412.5942951
451,878,-122.50554,37.739426,844.722855
452,878,-122.50554,37.73949,844.722855
453,1052.683672,-122.50553,37.777206,888.2060441
454,850,-122.505516,37.754524,862.3529412
455,1198,-122.50551,37.749214,583.7506956
456,850,-122.50551,37.75433,923.1372549
457,850,-122.5055,37.754204,923.1372549
458,1014,-122.50549,37.738853,769.2307692
459,850,-122.50549,37.75414,923.1372549
460,878,-122.505486,37.738724,714.5026576
461,1001,-122.505486,37.73892,779.2207792
462,1052.683672,-122.505486,37.75401,557.9390552
463,1635,-122.505486,37.754204,742.0998981
464,1217,-122.50548,37.753944,549.9863051
465,3133,-122.50547,37.738728,216.5762315
466,956,-122.50547,37.749226,851.1157601
467,950,-122.50547,37.75401,658.6315789
468,1022,-122.50546,37.738407,611.5459883
470,1052.683672,-122.505455,37.73828,593.7206177
471,878,-122.505455,37.738342,714.5026576
472,1130,-122.505455,37.753628,548.0825959
473,903,-122.50545,37.738342,694.7212994
474,1600,-122.50545,37.738342,742.5
475,850,-122.50545,37.753433,876.4705882
476,970,-122.50544,37.77721,871.1340206
477,1862,-122.50543,37.753468,397.0640888
479,1200,-122.50542,37.73793,576.3888889
480,960,-122.5054,37.737568,742.7083333
481,1133,-122.505394,37.73744,594.292439
482,1209,-122.50538,37.747356,457.6785222
483,1586,-122.50538,37.747356,521.0172341
484,1419,-122.50535,37.752014,578.3415551
485,1356,-122.50535,37.76231,644.5427729
486,1356,-122.50535,37.76231,644.5427729
487,1053,-122.50534,37.75208,692.3076923
489,1546,-122.505325,37.736668,692.5398879
491,974,-122.50526,37.750946,632.4435318
492,800,-122.50525,37.750786,897.9166667
493,800,-122.50525,37.750786,897.9166667
494,2020,-122.50525,37.77536,407.2607261
495,835,-122.50523,37.75034,860.2794411
496,1257,-122.50523,37.750595,464.0678865
497,1870,-122.505226,37.78094,639.9286988
498,1870,-122.505226,37.78094,639.9286988
499,1184,-122.5052,37.749893,501.1261261
500,969,-122.50517,37.74951,842.7932577
501,1300,-122.505135,37.74899,508.4615385
502,1214,-122.50511,37.748863,576.0571115
503,1310,-122.505104,37.779278,698.0916031
504,1310,-122.505104,37.779278,698.0916031
505,1415.339879,-122.5051,37.74867,479.2723947
506,1000,-122.50509,37.763653,601.6666667
507,1052.683672,-122.50509,37.77927,862.8739644
508,1129,-122.50509,37.77927,804.5467966
509,1214,-122.50507,37.74835,589.785832
511,1408,-122.50505,37.763176,528.8825758
512,1634,-122.50504,37.747707,513.4638923
514,1290,-122.50504,37.77838,961.8863049
515,1052.683672,-122.505035,37.778515,862.8739644
516,1185,-122.50503,37.747646,600.5625879
517,1185,-122.50503,37.74771,600.5625879
518,1185,-122.50502,37.74758,600.5625879
519,1465,-122.50502,37.762894,508.3048919
520,1465,-122.50502,37.77812,704.8919226
521,1975,-122.50502,37.77825,778.9029536
522,1370,-122.505005,37.773487,635.2798054
524,1290,-122.505005,37.77792,878.2945736
525,1415.339879,-122.505005,37.77812,829.9537686
526,1292,-122.505,37.746994,540.505676
527,1537,-122.505,37.762608,484.4936023
528,1294,-122.50499,37.74693,604.070067
529,1052.683672,-122.50498,37.777725,837.5418847
530,950,-122.50498,37.777725,961.4035088
531,1566,-122.504974,37.746933,480.8429119
532,1566,-122.504974,37.746933,480.8429119
533,1290,-122.504974,37.77746,878.2945736
534,1996.952897,-122.504974,37.77746,770.3403199
535,1052.683672,-122.50497,37.76209,844.5082067
537,1100,-122.50496,37.762024,725.4545455
538,1100,-122.50495,37.74642,731.8181818
539,1863,-122.50495,37.76196,648.7743782
540,1200,-122.504944,37.74642,612.5
541,1822,-122.504944,37.74642,589.0962312
542,1700,-122.50494,37.75859,780.9803922
543,1052.683672,-122.50492,37.7461,709.2982313
544,1052.683672,-122.504906,37.745846,709.2982313
545,975,-122.504906,37.761227,720.3418803
546,1415.339879,-122.504906,37.76129,614.457827
547,1295,-122.504906,37.77674,598.4555985
548,3028,-122.5049,37.74578,367.1950683
550,1771,-122.50489,37.761005,682.4769433
551,1240,-122.50488,37.758595,740.8602151
552,836,-122.504875,37.76078,697.3684211
554,1656,-122.504875,37.77626,750.3576892
555,1000,-122.50487,37.739887,831.6666667
556,1808,-122.50487,37.776,623.668326
557,1688,-122.504845,37.744877,447.2748815
558,2440,-122.50482,37.744686,394.5355191
559,1100,-122.5048,37.759586,689.0909091
560,1013,-122.5048,37.75978,542.9417572
561,1956,-122.5048,37.775063,585.8895706
562,1449,-122.50478,37.75486,846.5608466
563,1125,-122.50478,37.759586,673.7777778
564,1125,-122.50478,37.759586,673.7777778
565,1175,-122.50478,37.775,618.4397163
567,1775,-122.504776,37.7592,586.4788732
568,1332,-122.504776,37.759396,674.4244244
569,1858,-122.504776,37.774742,616.7922497
570,1150,-122.50477,37.74392,647.826087
571,1274,-122.50476,37.739902,523.0834642
572,1415.339879,-122.50476,37.75901,634.7120903
573,1415.339879,-122.50476,37.759266,634.7120903
574,1400,-122.50476,37.77471,641.6666667
575,2400,-122.50476,37.77471,432.9166667
576,1360,-122.50475,37.77439,601.7156863
577,800,-122.50474,37.73804,628.125
578,1250,-122.50474,37.758884,762.9333333
579,1600,-122.50474,37.77442,483.125
580,1012,-122.50473,37.743202,527.6679842
581,1250,-122.50472,37.743332,810.6666667
584,1525,-122.504715,37.74301,532.2404372
585,1045,-122.50471,37.74314,511.0047847
587,1366,-122.5047,37.7582,597.3645681
588,1128,-122.5047,37.773846,639.1843972
589,1175,-122.50469,37.74288,883.6879433
590,1011,-122.50469,37.751125,609.297725
591,1100,-122.50469,37.75801,606.6666667
592,1052.683672,-122.50468,37.742687,507.2748958
593,1000,-122.50468,37.757977,667.3333333
594,1750,-122.50468,37.757977,759.047619
595,1400,-122.50468,37.75804,582.8571429
596,1330,-122.50468,37.75804,613.5338346
597,1415.339879,-122.50468,37.773357,600.5624602
598,1300,-122.50466,37.742302,818.1794872
599,1162,-122.50466,37.742496,755.0200803
600,1052.683672,-122.50466,37.757626,690.9324735
602,1540,-122.504654,37.773067,525.3246753
603,1228,-122.504654,37.773197,698.4256243
604,1180,-122.504654,37.773262,611.0169492
605,1075,-122.50465,37.757595,676.5891473
606,1370,-122.50464,37.75753,654.5012165
608,1125,-122.50463,37.757145,657.4814815
609,1000,-122.50462,37.75702,673.3333333
610,1230,-122.50462,37.77259,747.4254743
612,1000,-122.504616,37.756954,773.3333333
613,1185,-122.504616,37.772526,775.8087201
614,950,-122.5046,37.753006,658.6315789
616,1299,-122.504585,37.74114,424.1724403
617,1385,-122.504585,37.772076,634.4524669
618,1542,-122.504585,37.77227,613.0566364
619,2020,-122.50457,37.77195,523.9273927
620,1514,-122.50456,37.741077,612.0651695
621,1998,-122.504555,37.740883,417.5842509
622,950,-122.504555,37.756306,675.4385965
623,1300,-122.50455,37.74082,480.7692308
624,1113,-122.50454,37.740566,718.1790955
625,1192,-122.50453,37.736176,575.2237136
627,1425,-122.5045,37.75535,676.2573099
628,1218,-122.5045,37.75554,696.7706623
629,875,-122.50449,37.74012,633.5238095
630,1415.339879,-122.50449,37.74012,497.224502
631,800,-122.50446,37.73947,714.1666667
632,720,-122.50445,37.764202,837.8703704
633,1415.339879,-122.50445,37.764202,418.7451193
634,1052.683672,-122.50444,37.739346,655.467562
635,1432,-122.50443,37.73922,462.9888268
636,3645,-122.504425,37.779133,448.1024234
637,1735,-122.50442,37.75438,585.975024
638,1300,-122.5044,37.749275,546.5384615
639,1833,-122.5044,37.753864,554.6462993
640,1770,-122.5044,37.75393,574.3879473
641,1415.339879,-122.50438,37.738453,499.0556287
642,1052.683672,-122.50438,37.738453,687.7659636
643,1052.683672,-122.50438,37.738453,687.7659636
644,1204,-122.50438,37.75374,713.4551495
645,1024,-122.50437,37.753513,611.0351563
646,825,-122.504364,37.738262,681.010101
647,2430.815208,-122.50435,37.753323,398.8099672
648,1450,-122.50431,37.737423,581.6091954
649,1348,-122.50431,37.752575,569.7329377
651,1397,-122.5043,37.749268,453.3524219
652,870,-122.50429,37.747406,750.9578544
653,1214,-122.50429,37.74928,540.7742998
654,980,-122.504265,37.745537,666.6666667
655,1052.683672,-122.50426,37.75187,695.0489365
656,1400,-122.50425,37.736397,581.4285714
657,1052.683672,-122.50424,37.751614,695.0489365
658,1770,-122.50424,37.75181,497.1751412
659,1052.683672,-122.50423,37.751358,566.8052831
661,1415.339879,-122.50417,37.750645,558.169816
662,5070,-122.50416,37.75039,433.5963182
663,1075,-122.50416,37.7754,792.248062
664,1330,-122.50415,37.777283,582.7067669
665,1162,-122.50414,37.75039,614.6012622
666,1640,-122.50414,37.75039,665.4471545
667,1625,-122.50414,37.780792,843.0769231
668,1162,-122.504135,37.750134,614.6012622
669,1162,-122.504135,37.750134,614.6012622
670,1225,-122.504135,37.78084,715.6462585
671,1638,-122.50411,37.749752,635.7346357
672,1180,-122.504105,37.780476,742.9378531
673,1945,-122.5041,37.749752,468.2090831
674,1562,-122.50408,37.749496,539.6927017
675,1162,-122.50408,37.74956,639.5582329
676,1531,-122.50405,37.748844,537.7748748
677,1125,-122.50401,37.763794,712.5925926
678,1800,-122.50401,37.763794,681.1111111
679,950,-122.504005,37.74367,702.4561404
680,1710,-122.504005,37.748398,514.619883
681,1214,-122.504,37.748142,668.1768259
682,1996.952897,-122.504,37.748142,461.536508
683,1415.339879,-122.504,37.763668,441.1190149
684,1214,-122.50399,37.748203,668.1768259
685,1000,-122.50399,37.763287,687.3333333
687,1415.339879,-122.503975,37.74782,608.8054744
688,1214,-122.503975,37.74782,629.1598023
689,1214,-122.503975,37.747948,629.1598023
691,2056,-122.50397,37.7786,683.3657588
692,1548,-122.50396,37.77828,667.0973299
694,2075,-122.503944,37.762844,474.6987952
696,1415.339879,-122.50394,37.773544,571.5941533
