,sf,longitude,latitude,mean_hood_ppsf
5143,2560.0,-122.47358,37.78627,1056.7708333333335
5181,1843.0,-122.47328999999999,37.73927,879.0016277807922
5194,2330.0,-122.473206,37.727707,918.1688125894135
5197,3917.0,-122.473206,37.753679999999996,699.5149348991575
5199,3310.0,-122.4732,37.733414,664.7545820745216
5204,2995.0,-122.47318999999999,37.730335,823.7076238174736
5210,3193.0,-122.47316000000001,37.784890000000004,1036.6426558095834
5219,2485.0,-122.47308999999998,37.750656,740.8450704225352
5232,1791.0,-122.47296000000001,37.74878,846.8267262237111
5236,2340.0,-122.47293,37.749706,823.0769230769231
5248,1768.0,-122.47287,37.744296999999996,960.5957767722473
5254,1475.0,-122.47285500000001,37.744293,937.8531073446327
5257,1325.0,-122.47285,37.748478000000006,1077.2327044025158
5270,2158.0,-122.47277,37.747486,827.3092369477911
5278,1054.0,-122.47268000000001,37.762264,1228.3364958886782
5281,2200.0,-122.472626,37.735459999999996,842.4242424242424
5283,2422.0,-122.47261999999999,37.735443,803.0553261767135
5288,2308.0,-122.47259,37.735603000000005,842.7209705372617
5297,2100.0,-122.47251000000001,37.720406,756.3492063492063
5310,1245.0,-122.47243999999999,37.742785999999995,1052.2088353413656
5317,1600.0,-122.47243,37.742565,1045.8333333333333
5331,1810.0,-122.47233999999999,37.741085,895.0276243093923
5353,2425.0,-122.47219,37.726288000000004,871.6838487972509
5384,1325.0,-122.47205,37.74583,1134.5911949685535
5389,2109.0,-122.47203999999999,37.753212,854.2753279595386
5399,2525.0,-122.4719,37.72781,837.1617161716172
5404,1456.0,-122.47183000000001,37.750168,1046.7032967032967
5405,2019.0,-122.471825,37.74988,853.2276704639261
5417,1979.0,-122.47166999999999,37.720757,829.5435405086745
5438,1809.0,-122.47161000000001,37.76294,1080.7075732448866
5464,2416.0,-122.47145,37.744704999999996,873.0684326710817
5465,2433.0,-122.47145,37.758827000000004,1034.3882723660774
5477,2767.0,-122.47136,37.722941999999996,867.4858450789062
5514,2526.0,-122.47118,37.75342,773.2911058326735
5520,1500.0,-122.47115,37.740241999999995,1151.111111111111
5522,3138.0,-122.47114599999999,37.72163,759.5071170596983
5523,1525.0,-122.47113999999999,37.740047,1132.24043715847
5576,1500.0,-122.470955,37.74995,1016.0
5589,3417.0,-122.47091,37.737316,913.0816505706761
5604,3261.0,-122.47085,37.725765,751.3032812020853
5631,1083.652388797364,-122.47075,37.761917,1194.7250613303092
5653,1315.0,-122.47071000000001,37.747017,1105.1964512040556
5654,1620.0,-122.4707,37.721634,887.8600823045267
5696,3375.0,-122.470474,37.777634,830.6172839506173
5704,1225.0,-122.47045,37.713943,785.3061224489796
5734,1353.0,-122.4704,37.709765999999995,751.4166050751417
5735,4935.0,-122.4704,37.728256,624.3161094224924
5737,1315.0,-122.4704,37.737835,1140.6844106463877
5743,2250.0,-122.47039,37.776314,869.5031111111111
5754,1300.0,-122.470345,37.74472,1156.4102564102564
5764,4024.0,-122.4703,37.72873,737.2432074221339
5770,1638.0,-122.47028,37.743854999999996,1048.026048026048
5773,2438.0,-122.47026000000001,37.77445,734.8919879682801
5776,1805.0,-122.47023999999999,37.75866,1137.5807940904892
5782,2890.707482993197,-122.470215,37.784565,1000.3318162349918
5802,2828.0,-122.47012,37.727783,860.5625884016973
5821,1700.0,-122.47001999999999,37.786159999999995,1110.0439215686274
5842,2000.0,-122.46988,37.784264,1125.204
5846,1691.0,-122.46986399999999,37.72005,836.7829686575991
5860,2880.0,-122.46985,37.776962,895.9490740740741
5910,2068.4663865546217,-122.46956999999999,37.76449,1045.8634219996818
5911,2800.0,-122.46956999999999,37.779823,949.5833333333334
5921,3110.0,-122.4695,37.747997,678.4565916398714
5926,2433.0,-122.469444,37.747479999999996,866.9680778188794
5941,2480.0,-122.46936000000001,37.77325,722.4462365591398
5956,3288.0,-122.469315,37.7763,852.595296025953
5957,3288.0,-122.469315,37.7763,852.595296025953
5983,1764.0,-122.46921,37.743840000000006,1105.4421768707482
5992,2925.0,-122.46916,37.758904,851.8518518518518
5997,3878.0,-122.46913,37.73322,764.999140450404
6008,1345.0,-122.4691,37.757805,1112.7633209417597
6019,2425.0,-122.46901000000001,37.727406,841.9243986254296
6030,596.0,-122.46897,37.72081,1350.7438478747204
6033,3382.0,-122.46897,37.778877,918.588606347329
6035,1701.0,-122.468956,37.719006,818.1461885165589
6044,1868.0,-122.46893999999999,37.717075,800.3211991434689
6048,2250.0,-122.46893999999999,37.78608,1177.7777777777778
6070,1105.0,-122.46886,37.713604,844.9472096530919
6072,1560.0,-122.46886,37.752064000000004,1013.8888888888889
6074,3295.0,-122.46883999999999,37.735306,946.8892261001517
6089,2271.0,-122.46878000000001,37.783928,1202.847497431381
6094,2210.0,-122.46876499999999,37.741035,987.63197586727
6107,2412.0,-122.46874,37.732037,1076.5616362631288
6140,1400.0,-122.46843999999999,37.748259999999995,1092.857142857143
6148,1148.0,-122.46842,37.741817,1282.2299651567944
6150,1355.0,-122.46841,37.747814,1079.950799507995
6163,1083.652388797364,-122.46837,37.712864,791.4592128740693
6169,2456.0,-122.46836,37.754940000000005,787.1878393051031
6194,1945.0,-122.46828500000001,37.761517,1080.548414738646
6197,3260.0,-122.46828000000001,37.730038,746.4212678936606
6200,1000.0,-122.46826000000001,37.717896,1054.7
6215,1000.0,-122.468216,37.7733,1168.3333333333333
6221,1830.0,-122.468185,37.742393,1174.863387978142
6230,2090.0,-122.46813999999999,37.750908,917.8628389154704
6236,2805.0,-122.468124,37.743965,946.5107546048722
6251,2800.0,-122.46808999999999,37.742626,792.9761904761905
6253,976.0,-122.46808,37.752834,1779.3715846994537
6255,1870.0,-122.46807,37.774097,1061.4973262032086
6260,2145.0,-122.468056,37.724937,738.7549339549339
6265,1721.0,-122.46805,37.7188,749.5642068564788
6268,842.0,-122.46805,37.7202,1215.360253365004
6274,1550.0,-122.46803,37.71683,810.752688172043
6290,1566.0,-122.468025,37.71745,832.2690506598552
6300,3305.0,-122.46801,37.730583,736.2581946545638
6305,1810.0,-122.46799999999999,37.74283,1187.8453038674033
6328,3790.0,-122.467896,37.740906,852.5846965699209
6340,2210.0,-122.46785,37.755221999999996,835.2187028657617
6351,2558.0,-122.46775,37.75432,813.7868126140214
6363,2400.0,-122.4677,37.783882,1138.1944444444443
6369,2488.0,-122.467674,37.783337,1097.936763129689
6377,2478.0,-122.46761000000001,37.74034,969.8681732580038
6388,2550.0,-122.46756,37.777077,840.0653594771242
6399,2045.0,-122.46748000000001,37.76534,956.8052159739202
6415,1300.0,-122.46741499999999,37.745740000000005,1230.7692307692307
6421,1515.8214689265537,-122.46739,37.74917,1048.9361924171562
6424,2057.0,-122.46738,37.72987,871.0095608491331
6428,1969.0,-122.46736999999999,37.758390000000006,1025.901472828847
6455,3832.0,-122.46723999999999,37.756523,715.0313152400835
6457,2068.4663865546217,-122.46723999999999,37.784687,1281.1424044526148
6468,1012.0,-122.46718999999999,37.7612,1279.3148880105402
6470,1610.0,-122.46718,37.720753,795.0310559006211
6471,2325.0,-122.46718,37.735233,979.2114695340501
6478,1266.0,-122.46716,37.720924,947.8672985781991
6513,2619.0,-122.46708999999998,37.734158,1010.5638284332442
6516,2026.0,-122.46708000000001,37.730595,884.3369529450478
6548,1412.0,-122.46693400000001,37.743156,1199.244570349386
6558,1036.0,-122.46683999999999,37.756226,1676.3191763191764
6567,2860.0,-122.466774,37.74834,782.6630536130536
6570,2338.0,-122.46677,37.74492,1066.4385514684916
6574,1083.652388797364,-122.46676000000001,37.737743,1542.9302027890913
6582,3464.0,-122.46673,37.785152000000004,1111.4318706697459
6589,1688.0,-122.466675,37.753784,937.0063191153239
6592,1346.0,-122.46664399999999,37.753593,1099.554234769688
6617,3894.0,-122.46651999999999,37.73768,752.7724704673857
6642,1785.0,-122.46638999999999,37.723347,859.9439775910364
6645,1910.0,-122.46638999999999,37.775259999999996,1091.6230366492146
6649,1915.0,-122.46637,37.71162,561.3577023498694
6670,2400.0,-122.46628,37.725132,713.1944444444445
6671,2651.0,-122.46628,37.735447,1029.1713818684773
6687,1419.0,-122.46625,37.71857,870.5661263800798
6743,3343.0,-122.46611000000001,37.731277,772.7589989031808
6748,3115.0,-122.46606000000001,37.745670000000004,896.8432316746923
6757,1249.0,-122.46600000000001,37.727833000000004,1066.7200427008272
6765,2625.0,-122.46596000000001,37.784817,1040.6349206349205
6785,1280.0,-122.46583999999999,37.757305,1156.25
6787,1515.8214689265537,-122.46583600000001,37.728,997.0391397105632
6800,875.0,-122.465744,37.708378,784.0
6817,2209.0,-122.465675,37.72717,761.2796137015241
6822,4102.0,-122.46565,37.745968,740.198927352511
6824,1738.0,-122.465645,37.708965,673.1875719217492
6840,2236.0,-122.46553,37.74503,1006.2611806797853
6841,1050.0,-122.46552,37.717921999999994,988.9206349206349
6847,2380.0,-122.46551000000001,37.75264,935.5742296918767
6860,1593.0,-122.46545,37.73018,948.7340447792425
6869,2084.0,-122.46538500000001,37.721004,746.7831094049905
6879,1150.0,-122.46536,37.720596,978.2608695652174
6890,1448.0,-122.46534,37.718334000000006,853.1307550644567
6895,1050.0,-122.465324,37.717033,1051.7777777777778
6914,2473.0,-122.4653,37.744347,1008.2221323628522
6947,2380.0,-122.4652,37.727695000000004,796.218487394958
6978,1495.0,-122.46505,37.722626,933.7792642140469
6989,2825.0,-122.46495,37.749657,927.4630088495575
6994,2509.0,-122.4649,37.749522999999996,967.9819317125016
6996,1500.0,-122.4649,37.759315,1086.6666666666667
7008,2440.0,-122.46485,37.722862,841.5300546448087
7018,1900.0,-122.46481000000001,37.758086999999996,1041.2280701754385
7025,1083.652388797364,-122.464775,37.719685,979.7114624966619
7026,2335.0,-122.464775,37.72961,872.2341184867952
7041,2372.0,-122.46471399999999,37.708984,526.8251826869027
7044,3691.0,-122.46471399999999,37.73148,723.3811975074506
7045,1930.0,-122.46471399999999,37.736954,1050.9512953367876
7060,2575.0,-122.46467,37.74912,935.4367637540453
7072,1987.0,-122.46463999999999,37.755287,1119.7933232679081
7079,3240.0,-122.464615,37.75519,765.4320987654321
7086,1100.0,-122.46456,37.717929999999996,944.8484848484849
7090,3260.0,-122.464554,37.732765,871.6768916155419
7099,1362.0,-122.46451,37.71792,926.5785609397944
7102,2350.0,-122.4645,37.784103,963.8297872340426
7117,825.0,-122.46446,37.720737,1240.4040404040404
7119,2728.0,-122.464455,37.72767,742.7771260997067
7126,1083.652388797364,-122.46444,37.717471999999994,960.6709163338539
7134,855.0,-122.464424,37.717224,953.2163742690059
7138,4548.0,-122.464424,37.74757,545.8809733216066
7140,781.0,-122.46441999999999,37.714973,1054.6308151941955
7145,1025.0,-122.4644,37.713596,934.959349593496
7147,917.0,-122.4644,37.713844,897.8553253362414
7154,1100.0,-122.464386,37.713413,871.2121212121212
7167,2315.0,-122.46431000000001,37.725456,739.3808495320375
7178,3121.0,-122.46427,37.724052,640.8202499198975
7195,1855.0,-122.4642,37.764656,1002.6954177897574
7202,2567.0,-122.46418,37.740005,867.4198156083625
7209,2650.0,-122.46412,37.737545000000004,859.1194968553458
7225,3779.0,-122.46403500000001,37.748283,803.4654670547764
7237,2050.0,-122.463974,37.76116,1101.6260162601627
7247,3620.0,-122.46393,37.7867,1115.561694290976
7253,3110.0,-122.463875,37.73337,1005.3590568060021
7258,2584.0,-122.463844,37.759327,879.1279669762641
7262,2712.0,-122.46383,37.711459999999995,556.7820796460177
7268,2929.0,-122.46378999999999,37.733494,1061.7958347558895
7273,1520.0,-122.46378,37.774215999999996,1052.6315789473683
7275,2094.0,-122.463776,37.73372,947.9465138490926
7282,3120.0,-122.463715,37.78792,1306.0897435897436
7289,1980.0,-122.46368000000001,37.74135,1161.952861952862
7310,1365.0,-122.46358000000001,37.72077,934.3101343101342
7312,2362.0,-122.46358000000001,37.738213,826.2771662432966
7323,1388.0,-122.463554,37.71839,909.2219020172911
7359,1000.0,-122.46349,37.713364,958.3333333333334
7374,1175.0,-122.46345,37.740734,1422.9787234042553
7412,4460.0,-122.46321,37.734795,680.8669656203289
7435,1954.0,-122.46306000000001,37.732887,1026.101671784374
7437,2563.0,-122.46305,37.75085,947.5874626089218
7445,1515.8214689265537,-122.46303,37.778385,1055.5332753883333
7454,3812.0,-122.463,37.73048,796.6072053165442
7458,3107.0,-122.46298,37.728878,793.9062332367771
7472,2068.4663865546217,-122.4629,37.776848,1017.6621741029261
7479,2787.0,-122.462875,37.745459999999994,894.1380217677311
7481,1725.0,-122.462875,37.76079,1039.6135265700482
7487,3244.0,-122.46285,37.745979999999996,853.986847513358
7509,1800.0,-122.4627,37.70922,597.2222222222222
7510,1610.0,-122.4627,37.72772,938.7163561076604
7519,1005.0,-122.46265,37.709183,929.0215588723051
7521,750.0,-122.46264,37.717525,1113.7777777777778
7527,750.0,-122.46262,37.717052,1113.7777777777778
7530,1250.0,-122.46262,37.7264,1010.6666666666666
7534,2195.0,-122.462616,37.714764,592.255125284738
7569,2917.0,-122.46248,37.747643,841.8466460975887
7572,2495.0,-122.46243,37.745903000000006,1074.5490981963928
7585,3035.0,-122.46234,37.737995,893.6847885777046
7589,1982.0,-122.46231999999999,37.73434,1011.6057854019509
7599,2257.0,-122.46229,37.733940000000004,790.1343966917738
7604,3190.0,-122.46226999999999,37.7227,626.9592476489029
7611,1533.0,-122.46225,37.718821999999996,875.3833442052621
7617,1630.0,-122.46225,37.719772,823.2899795501023
7627,2520.0,-122.46223400000001,37.729240000000004,797.4719576719576
7672,2291.0,-122.462,37.73368,800.2327949949075
7673,4700.0,-122.462,37.749786,567.9432624113475
7676,1500.0,-122.46198000000001,37.713159999999995,638.0
7677,1980.0,-122.46198000000001,37.713159999999995,647.3063973063973
7693,1240.0,-122.46193000000001,37.712284000000004,818.5483870967741
7699,2121.0,-122.4619,37.777893,992.4563884959924
7700,2461.0,-122.46189,37.733574,744.9546254909928
7701,2920.0,-122.46186000000002,37.76167,1026.8264840182649
7708,2449.0,-122.46183,37.733414,748.6048727371716
7714,1515.8214689265537,-122.4618,37.734695,1209.0254058510536
7726,1585.0,-122.461716,37.71823,846.6641430073607
7728,2180.0,-122.46171000000001,37.72683,747.7064220183486
7741,2160.0,-122.46162,37.739803,1080.2469135802469
7764,2409.0,-122.46152,37.740833,907.8634288086342
7765,875.0,-122.46151,37.709343,784.0
7766,2068.4663865546217,-122.46151,37.715748,628.4849531276978
7769,1960.0,-122.4615,37.739857,1067.517006802721
7775,3963.0,-122.46149,37.738409999999995,702.7504415846581
7777,2271.0,-122.46148000000001,37.73827,990.7529722589168
7784,2202.0,-122.46146,37.74172,902.381017257039
7792,2740.0,-122.461426,37.747513,936.3746958637469
7797,2950.0,-122.461395,37.755394,809.6045197740114
7821,4382.0,-122.46132,37.784584,1403.4687357371063
7841,1195.0,-122.46123999999999,37.719017,933.0543933054394
7843,1195.0,-122.46123999999999,37.719387,907.391910739191
7847,1237.0,-122.46123999999999,37.720909999999996,876.5831312314739
7871,875.0,-122.461205,37.71575,900.952380952381
7887,1083.652388797364,-122.46113000000001,37.71744,829.2942238276296
7908,1069.0,-122.46105,37.71824,840.6610539444964
7931,2200.0,-122.46096000000001,37.748825,950.9848484848485
7933,1110.0,-122.460945,37.727623,1182.8228228228227
7946,2620.0,-122.46088,37.748005,1023.2824427480916
7957,2145.0,-122.46082,37.730198,905.2059052059052
7963,2518.0,-122.46081000000001,37.728943,804.724384432089
7966,2068.4663865546217,-122.46077,37.742077,900.1032578704503
7976,3140.0,-122.46075400000001,37.74842,855.4140127388536
7979,1730.0,-122.460724,37.74609,938.3429672447013
7986,1745.0,-122.46068999999999,37.717445,801.5067812798471
7994,1150.0,-122.46065,37.715755,790.3791304347826
8012,1135.0,-122.46059,37.716595,800.8246696035243
8019,1439.0,-122.46056000000002,37.741028,1176.7431086402594
8026,1587.0,-122.46054,37.742979999999996,1075.4043268220962
8029,2824.0,-122.46053,37.730835,1018.6496694995278
8038,735.0,-122.46048,37.72183,1206.3492063492063
8069,1947.0,-122.46031,37.741066,988.7005649717514
8140,2068.4663865546217,-122.46009,37.755398,1082.9421004343603
8147,1350.0,-122.46006000000001,37.711388,713.8765432098766
8169,1320.0,-122.459946,37.72831,941.9191919191919
8189,1855.0,-122.45988999999999,37.727917,1001.2578616352201
8195,2343.0,-122.45988500000001,37.740109999999994,1017.3038839095177
8206,2758.0,-122.45983000000001,37.753646999999994,956.0067681895092
8224,1328.0,-122.4597,37.774147,1317.7710843373493
8232,2903.0,-122.45965600000001,37.77664,930.6464576874497
8285,2470.0,-122.45926999999999,37.779315999999994,954.7908232118759
8318,1270.0,-122.45915,37.726620000000004,979.0026246719159
8325,1930.0,-122.45912,37.728424,1012.4352331606218
8329,1375.0,-122.4591,37.72679,904.2424242424241
8332,1423.0,-122.459076,37.716908000000004,851.0189739985946
8346,1213.0,-122.45903999999999,37.713516,766.3665842264357
8354,1140.0,-122.45902,37.713757,815.4409356725146
8360,1083.652388797364,-122.45893999999998,37.766020000000005,1141.2023629081996
8384,1428.0,-122.45878,37.780125,1295.5182072829132
8395,2795.0,-122.4587,37.73838,883.3631484794275
8398,1980.0,-122.4587,37.7438,872.053872053872
8402,977.0,-122.45867,37.718227,929.0344592289321
8413,4144.0,-122.45859499999999,37.737045,577.1396396396397
8422,1625.0,-122.45855,37.746643,976.4102564102565
8439,1607.0,-122.45844,37.735397,1140.8421489317568
8440,3915.0,-122.45844,37.78764,1518.5185185185185
8452,1325.0,-122.45837,37.72003,848.7516981132076
8471,1385.0,-122.45818999999999,37.7212,841.1552346570397
8478,1515.8214689265537,-122.45818,37.72064,768.5601661421302
8487,1128.0,-122.458176,37.722359999999995,989.952718676123
8501,1500.0,-122.45816,37.71932,761.7777777777778
8521,1166.0,-122.45794,37.739204,1214.9799885648943
8570,1465.0,-122.4577,37.752544,873.7201365187714
8596,1768.0,-122.45754,37.74355,935.1432880844645
8606,1515.8214689265537,-122.4575,37.752697,844.4266203106666
8611,781.0,-122.45746000000001,37.717471999999994,1095.1771233461375
8615,1515.8214689265537,-122.45742,37.755520000000004,988.4629318480329
8616,2500.0,-122.45740500000001,37.712303000000006,495.8517333333333
8644,1400.0,-122.457275,37.728912,1092.857142857143
8658,2800.0,-122.45718400000001,37.74539,922.6190476190477
8668,1288.0,-122.45716999999999,37.721077,922.6190476190476
8669,1400.0,-122.45716999999999,37.72136,848.8095238095237
8671,1125.0,-122.45716999999999,37.72229,992.5925925925926
8699,1515.8214689265537,-122.45697,37.745129999999996,1037.9410541318612
8723,1704.0,-122.45682,37.735535,878.3255086071988
8729,3238.0,-122.4568,37.789635,1512.5591929174388
8748,1665.0,-122.456726,37.76465,1341.3413413413414
8752,4652.0,-122.45671999999999,37.78275,1322.01203783319
8759,1782.0,-122.45669,37.718227,698.6531986531986
8762,3863.0,-122.45669,37.736059999999995,619.1215808093882
8793,1617.0,-122.45653999999999,37.727875,1063.6982065553493
8810,2068.4663865546217,-122.45648999999999,37.786983,1828.2466136496748
8817,1140.0,-122.456474,37.708717,842.6900584795321
8822,2925.0,-122.45647,37.729584,868.9458689458689
8839,875.0,-122.45642,37.718243,1106.6666666666667
8853,1515.8214689265537,-122.45635,37.720040000000004,763.0625969994827
8863,1630.0,-122.45624,37.7329,919.4274028629858
8865,2196.0,-122.45623,37.73423,867.4863387978143
8878,3020.0,-122.45618,37.778152,1049.1169977924944
8885,2050.0,-122.456154,37.740826,827.2357723577236
8892,968.0,-122.45613999999999,37.723366,965.9090909090909
8899,1120.0,-122.45613,37.72108,1037.202380952381
8915,1330.0,-122.45608500000002,37.730576,1175.438596491228
8946,3016.0,-122.45585,37.731770000000004,904.1777188328913
8957,2695.0,-122.45581000000001,37.764553,961.038961038961
8983,7245.0,-122.45565,37.783229999999996,1242.2360248447205
8999,2194.0,-122.45556,37.74615,771.839866302036
9003,1386.0,-122.45553600000001,37.755990000000004,1076.2385762385763
9010,2362.0,-122.45548000000001,37.742554,725.4092576912221
9011,1258.0,-122.45548000000001,37.75671,1230.7896131425543
9019,1550.0,-122.45541000000001,37.715736,798.9247311827957
9023,1347.0,-122.4554,37.736065,1004.7018064835436
9028,2068.4663865546217,-122.455376,37.787857,1866.9226107652255
9035,2645.0,-122.45532,37.77819,967.2337744171393
9047,2045.0,-122.45523999999999,37.74137,883.8630806845965
9050,1439.0,-122.45523,37.732822,1081.3064628214038
9054,1242.0,-122.4552,37.720043,1022.5442834138486
9065,2890.707482993197,-122.45515,37.788059999999994,1654.727557691312
9072,1185.0,-122.45513000000001,37.721333,1071.7299578059071
9079,1779.0,-122.45512,37.721394000000004,689.5259509087502
9111,1634.0,-122.455025,37.7562,933.4965320277437
9114,2082.0,-122.455,37.730213,1032.6609029779058
9117,1315.0,-122.454994,37.714905,797.5158428390367
9122,1894.0,-122.45496999999999,37.73389,757.6557550158395
9124,2096.0,-122.45495600000001,37.73166,1073.473282442748
9126,3281.0,-122.45495600000001,37.76207,936.9094788174338
9129,2358.0,-122.45495,37.763397,1237.630760531524
9138,1510.0,-122.454895,37.733837,1052.5386313465783
9144,1282.0,-122.45486499999998,37.756409999999995,1163.5465418616745
9152,1166.0,-122.454796,37.729073,1265.008576329331
9158,1315.0,-122.45477,37.735714,1041.318124207858
9197,1400.0,-122.45450600000001,37.783226,1416.6666666666665
9206,2276.0,-122.45443,37.778152,1061.8043350908024
9208,1368.0,-122.45442,37.731544,1204.4346978557505
9232,1602.0,-122.454254,37.73709,1065.3349979192676
9240,2068.4663865546217,-122.45421999999999,37.75349,920.1664313741422
9242,1090.0,-122.45421599999999,37.716976,795.1070336391437
9271,1378.0,-122.4541,37.741226,1181.0716013546203
9274,1563.0,-122.4541,37.755264000000004,975.9010449989336
9282,2620.0,-122.454094,37.76334,1160.941475826972
9288,1083.652388797364,-122.45408,37.718422,858.2087850441716
9289,900.0,-122.45408,37.718586,1098.1481481481483
9296,3250.0,-122.45403999999999,37.7882,1328.2051282051284
9303,1215.0,-122.45402,37.729490000000006,1345.679012345679
9310,1112.0,-122.45401000000001,37.74174,1188.549160671463
9341,4264.0,-122.453804,37.79064,1648.686679174484
9345,1661.0,-122.45376599999999,37.71624,686.935580975316
9349,1933.0,-122.45376,37.73655,814.7956544231764
9351,1065.0,-122.45376,37.755720000000004,1263.5367762128326
9356,1416.0,-122.45374,37.73124,1163.6064030131827
9375,2417.0,-122.45368,37.784397,1205.3509860708868
9377,1770.0,-122.45367399999999,37.751205,1104.8964218455744
9397,1350.0,-122.45352,37.756096,1161.7283950617284
9400,933.0,-122.4535,37.756157,1370.1321900678813
9405,875.0,-122.45348999999999,37.714928,1106.6666666666667
9414,1325.0,-122.45345,37.741287,1240.8930817610062
9421,1920.0,-122.45341499999999,37.732479999999995,1033.1597222222222
9427,1083.652388797364,-122.4534,37.716476,799.7644591809484
9435,1540.0,-122.45338000000001,37.734159999999996,1005.4112554112554
9441,2068.4663865546217,-122.453354,37.763554,1393.9473960396376
9455,1964.0,-122.45326000000001,37.763153,1468.092328581127
9465,1083.652388797364,-122.45316000000001,37.750134,1263.320243790829
9477,2255.0,-122.453125,37.742775,778.0857354028085
9495,1300.0,-122.45308999999999,37.720653999999996,825.6410256410256
9499,1627.0,-122.45308,37.73561,948.5761114525711
9504,1083.652388797364,-122.45303999999999,37.73703,1199.6466887714228
9506,1000.0,-122.45299999999999,37.716953000000004,866.6666666666666
9513,1225.0,-122.45297,37.743687,1257.8367346938776
9539,2218.0,-122.45286000000002,37.71582,577.0964833183048
9569,1795.0,-122.4527,37.733059999999995,924.0482822655525
9592,1045.0,-122.45257,37.709713,874.6411483253588
9595,1820.0,-122.45256,37.708603000000004,665.7509157509157
9602,1634.0,-122.45253999999998,37.73608,1044.4716442268461
9620,942.0,-122.45243,37.729317,1197.806086341118
9621,1962.0,-122.45243,37.729317,1010.8732585796805
9646,1050.0,-122.45233,37.715157,836.5079365079365
9647,3374.0,-122.45233,37.73379,879.8656392017388
9649,3505.0,-122.452324,37.763275,1005.2306229196387
9652,1943.0,-122.45231000000001,37.717766,631.3261279807857
9656,1686.0,-122.45231000000001,37.733059999999995,983.7880585211547
9663,2068.4663865546217,-122.45228600000002,37.763073,1393.9473960396376
9676,1425.0,-122.452225,37.715267,717.2397660818713
9677,1515.8214689265537,-122.452225,37.76279,1462.3533919442534
9691,2312.0,-122.452156,37.733047,994.8096885813148
9704,1062.0,-122.45213000000001,37.750244,1235.7187696170747
9709,2100.0,-122.452126,37.748867,915.4761904761905
9724,1868.0,-122.45206499999999,37.748375,1046.9307637401855
9734,1381.0,-122.45204,37.733795,1038.619357953174
9736,1436.0,-122.45203400000001,37.752990000000004,1080.08356545961
9743,1550.0,-122.45201999999999,37.761745,1430.1075268817203
9748,1326.0,-122.45200000000001,37.7358,1050.2765208647563
9758,2603.0,-122.45194,37.736785999999995,730.4392367780765
9759,1002.0,-122.451935,37.719807,1094.4777112441784
9762,1743.0,-122.45192,37.73305,835.9150889271372
9772,2593.0,-122.45188999999999,37.761179999999996,1061.1903843681707
9780,1886.0,-122.45185,37.760975,1531.01802757158
9781,1600.0,-122.45183999999999,37.73305,910.625
9783,1100.0,-122.45182,37.719425,983.3333333333334
9802,1515.8214689265537,-122.45174399999999,37.76876,1336.5690099604772
9821,1050.0,-122.45168999999999,37.733807,1238.095238095238
9823,1515.8214689265537,-122.451675,37.74965,985.8240986595621
9830,742.0,-122.45163000000001,37.74065,1464.2857142857142
9834,1910.0,-122.45161999999999,37.74283,983.4205933682373
9842,1705.0,-122.45159,37.75042,1147.0185728250244
9848,2068.4663865546217,-122.45156000000001,37.733795,870.2099350998893
9849,2068.4663865546217,-122.45156000000001,37.743557,872.6271849196113
9851,3258.0,-122.45154,37.757378,974.7288725189277
9866,1992.0,-122.45147,37.752415,931.3922356091031
9871,1460.0,-122.45146000000001,37.738068,976.027397260274
9872,1460.0,-122.45146000000001,37.738068,976.027397260274
9878,1928.0,-122.45145,37.777607,992.3928077455048
9885,1515.8214689265537,-122.45142,37.761505,1462.3533919442534
9887,2227.0,-122.451416,37.738678,805.268672354438
9898,2199.0,-122.4514,37.738766,815.5222070638168
9915,1274.0,-122.45135,37.720141999999996,805.8608058608058
9925,4000.0,-122.45132,37.791138000000004,1883.3333333333333
9934,1026.0,-122.45126,37.74823,1281.6764132553606
9953,1150.0,-122.45116399999999,37.720432,894.2028985507246
9962,2982.0,-122.45116000000002,37.785606,1623.6306729264477
9966,3092.0,-122.45115,37.718834,567.0525010780509
9974,1515.8214689265537,-122.45114,37.73182,949.9799478495
9976,3244.0,-122.45114,37.758086999999996,978.9354706124126
9990,1291.0,-122.45107,37.750362,1195.455719080816
9997,1083.652388797364,-122.45106499999999,37.74884,1213.4887659495544
10029,2890.707482993197,-122.45093999999999,37.716824,606.5388295594139
10032,3015.0,-122.45092,37.716854,581.5344389165284
10045,1200.0,-122.4508,37.748222,1241.6666666666667
10069,1675.0,-122.45069,37.717125,690.7860696517413
10073,1515.8214689265537,-122.45067,37.719604,827.5380879044533
10101,1895.0,-122.45057,37.77771,1009.674582233949
10151,770.0,-122.45042,37.717464,1099.5670995670996
10158,1625.0,-122.45041,37.783737,1112.8205128205127
10164,1430.0,-122.45038999999998,37.7837,1414.9184149184148
10177,1743.0,-122.45035,37.733067,956.7794989481737
10191,1274.0,-122.450294,37.754505,1027.7341705913134
10218,1056.0,-122.45023,37.749984999999995,1237.3737373737374
10247,1650.0,-122.45011000000001,37.73307,993.5353535353535
10267,1418.0,-122.45003,37.732327000000005,1046.0742830277386
10288,1694.0,-122.44995,37.71287,652.3022432113341
10294,1515.8214689265537,-122.44993600000001,37.74222,1047.396873057215
10295,2630.0,-122.44993600000001,37.757473,1140.6844106463877
10297,2100.0,-122.44993000000001,37.75817,1274.6031746031745
10314,1365.0,-122.449875,37.73307,1031.7460317460316
